Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCK05,20.1,Low Fat,0.08,Health and Hygiene,60.85,OUT013,1987,High,Tier 3,Supermarket Type1,1347.58
FDR03,15.7,Regular,0.01,Meat,205.00,OUT017,2007,,Tier 2,Supermarket Type1,5366.35
FDQ03,,Regular,0.14,Meat,238.02,OUT019,1985,Small,Tier 1,Grocery Store,711.07
FDC59,16.7,Regular,0.05,Starchy Foods,64.22,OUT017,2007,,Tier 2,Supermarket Type1,1661.84
DRB13,6.115,Regular,0.01,Soft Drinks,191.15,OUT017,2007,,Tier 2,Supermarket Type1,3415.55
NCE54,20.7,Low Fat,0.03,Household,73.94,OUT017,2007,,Tier 2,Supermarket Type1,1655.18
FDC10,9.8,reg,0.07,Snack Foods,118.61,OUT035,2004,Small,Tier 2,Supermarket Type1,843.57
FDR46,,Low Fat,0.24,Snack Foods,148.08,OUT019,1985,Small,Tier 1,Grocery Store,146.48
FDA10,20.35,Low Fat,0.14,Snack Foods,121.91,OUT035,2004,Small,Tier 2,Supermarket Type1,1347.58
FDP23,,Low Fat,0.04,Breads,218.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.18
FDJ41,6.85,Low Fat,0.02,Frozen Foods,260.06,OUT013,1987,High,Tier 3,Supermarket Type1,6018.17
FDL46,20.35,Low Fat,0.05,Snack Foods,116.55,OUT013,1987,High,Tier 3,Supermarket Type1,1885.55
FDX33,9.195,Regular,0.12,Snack Foods,158.96,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.41
NCL29,9.695,Low Fat,0.11,Health and Hygiene,158.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,4436.89
FDE16,,Low Fat,0.05,Frozen Foods,206.80,OUT019,1985,Small,Tier 1,Grocery Store,833.58
FDM57,11.65,Regular,0.08,Snack Foods,85.19,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.16
FDZ36,6.035,Regular,0.07,Baking Goods,188.32,OUT013,1987,High,Tier 3,Supermarket Type1,1491.39
NCW42,18.2,Low Fat,0.10,Household,221.85,OUT010,1998,,Tier 3,Grocery Store,884.18
NCI54,,LF,0.06,Household,110.49,OUT019,1985,Small,Tier 1,Grocery Store,436.76
DRK01,7.63,Low Fat,0.06,Soft Drinks,93.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,1323.61
FDX10,6.385,Regular,0.12,Snack Foods,33.29,OUT045,2002,,Tier 2,Supermarket Type1,141.15
FDO46,9.6,Regular,0.01,Snack Foods,187.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,2647.22
FDD16,20.5,Low Fat,0.06,Frozen Foods,75.07,OUT010,1998,,Tier 3,Grocery Store,149.14
FDZ20,,Low Fat,0.00,Fruits and Vegetables,253.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,11445.10
NCI18,18.35,Low Fat,0.01,Household,225.47,OUT017,2007,,Tier 2,Supermarket Type1,1346.25
DRI25,19.6,Low Fat,0.03,Soft Drinks,56.26,OUT046,1997,Small,Tier 1,Supermarket Type1,773.66
FDY44,14.15,Regular,0.02,Fruits and Vegetables,197.21,OUT045,2002,,Tier 2,Supermarket Type1,3731.81
FDW38,,Regular,0.00,Dairy,55.93,OUT019,1985,Small,Tier 1,Grocery Store,107.86
FDY33,,Regular,0.10,Snack Foods,159.03,OUT027,1985,Medium,Tier 3,Supermarket Type3,5887.67
DRH51,17.6,Low Fat,0.10,Dairy,89.89,OUT035,2004,Small,Tier 2,Supermarket Type1,351.54
FDT32,19,Regular,0.07,Fruits and Vegetables,188.42,OUT017,2007,,Tier 2,Supermarket Type1,2826.32
FDI50,8.42,Regular,0.03,Canned,228.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,5954.92
FDB60,9.3,Low Fat,0.03,Baking Goods,195.81,OUT013,1987,High,Tier 3,Supermarket Type1,2332.96
FDP09,19.75,LF,0.03,Snack Foods,213.29,OUT035,2004,Small,Tier 2,Supermarket Type1,4247.80
FDA20,6.78,Low Fat,0.07,Fruits and Vegetables,185.32,OUT013,1987,High,Tier 3,Supermarket Type1,3914.90
NCX05,,Low Fat,0.17,Health and Hygiene,116.25,OUT019,1985,Small,Tier 1,Grocery Store,115.85
DRF37,17.25,Low Fat,0.00,Soft Drinks,263.59,OUT045,2002,,Tier 2,Supermarket Type1,788.97
FDJ26,15.3,Regular,0.08,Canned,215.02,OUT046,1997,Small,Tier 1,Supermarket Type1,1923.50
FDZ25,15.7,Regular,0.03,Canned,168.28,OUT046,1997,Small,Tier 1,Supermarket Type1,4074.70
FDZ58,17.85,Low Fat,0.05,Snack Foods,121.71,OUT035,2004,Small,Tier 2,Supermarket Type1,2817.67
FDZ50,,Regular,0.00,Dairy,184.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.11
NCG18,15.3,Low Fat,0.04,Household,104.03,OUT010,1998,,Tier 3,Grocery Store,205.07
FDZ56,16.25,Low Fat,0.03,Fruits and Vegetables,166.95,OUT045,2002,,Tier 2,Supermarket Type1,2863.61
FDH50,15,Regular,0.16,Canned,185.13,OUT013,1987,High,Tier 3,Supermarket Type1,2213.12
DRO35,13.85,Low Fat,0.03,Hard Drinks,116.15,OUT045,2002,,Tier 2,Supermarket Type1,1274.34
DRH51,,Low Fat,0.00,Dairy,89.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.25
FDS19,13.8,Regular,0.06,Fruits and Vegetables,77.30,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.93
NCM06,7.475,Low Fat,0.08,Household,153.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,2625.92
FDP52,18.7,Regular,0.07,Frozen Foods,228.60,OUT017,2007,,Tier 2,Supermarket Type1,4823.72
FDK02,12.5,Low Fat,0.19,Canned,119.24,OUT010,1998,,Tier 3,Grocery Store,119.84
FDG59,15.85,Low Fat,0.04,Starchy Foods,38.32,OUT046,1997,Small,Tier 1,Supermarket Type1,540.63
FDN20,,Low Fat,0.03,Fruits and Vegetables,169.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,4211.19
FDO57,20.75,Low Fat,0.11,Snack Foods,161.36,OUT018,2009,Medium,Tier 3,Supermarket Type2,4492.82
NCJ30,5.82,Low Fat,0.08,Household,168.38,OUT035,2004,Small,Tier 2,Supermarket Type1,1188.45
FDQ31,5.785,Regular,0.09,Fruits and Vegetables,89.89,OUT010,1998,,Tier 3,Grocery Store,175.77
FDC05,13.1,Regular,0.10,Frozen Foods,195.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,4138.61
FDM08,10.1,Regular,0.00,Fruits and Vegetables,225.11,OUT013,1987,High,Tier 3,Supermarket Type1,3579.34
NCA41,16.75,Low Fat,0.03,Health and Hygiene,192.12,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.32
FDK15,,Low Fat,0.10,Meat,98.90,OUT027,1985,Medium,Tier 3,Supermarket Type3,4960.21
FDX56,17.1,Regular,0.00,Fruits and Vegetables,208.56,OUT049,1999,Medium,Tier 1,Supermarket Type1,5383.66
FDT21,7.42,Low Fat,0.02,Snack Foods,248.91,OUT046,1997,Small,Tier 1,Supermarket Type1,2241.08
FDQ46,7.51,Low Fat,0.10,Snack Foods,113.75,OUT046,1997,Small,Tier 1,Supermarket Type1,671.13
FDS01,,Low Fat,0.03,Canned,179.67,OUT019,1985,Small,Tier 1,Grocery Store,177.77
FDW34,,Low Fat,0.06,Snack Foods,242.42,OUT019,1985,Small,Tier 1,Grocery Store,486.03
FDX07,19.2,Regular,0.02,Fruits and Vegetables,181.20,OUT035,2004,Small,Tier 2,Supermarket Type1,2380.24
FDN13,18.6,Low Fat,0.15,Breakfast,99.94,OUT046,1997,Small,Tier 1,Supermarket Type1,201.07
NCP02,7.105,Low Fat,0.04,Household,59.26,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.82
FDT48,4.92,Low Fat,0.05,Baking Goods,199.81,OUT017,2007,,Tier 2,Supermarket Type1,3968.17
FDZ49,11,Regular,0.13,Canned,221.58,OUT035,2004,Small,Tier 2,Supermarket Type1,4187.22
NCJ17,7.68,Low Fat,0.26,Health and Hygiene,84.42,OUT010,1998,,Tier 3,Grocery Store,170.44
FDB17,13.15,Low Fat,0.04,Frozen Foods,181.40,OUT017,2007,,Tier 2,Supermarket Type1,3078.66
FDP48,7.52,Regular,0.04,Baking Goods,183.00,OUT018,2009,Medium,Tier 3,Supermarket Type2,4394.28
FDI53,8.895,Regular,0.14,Frozen Foods,162.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.98
FDW02,4.805,Regular,0.04,Dairy,126.77,OUT013,1987,High,Tier 3,Supermarket Type1,2628.58
FDL20,,Low Fat,0.22,Fruits and Vegetables,112.79,OUT019,1985,Small,Tier 1,Grocery Store,222.38
FDV32,7.785,Low Fat,0.09,Fruits and Vegetables,62.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,1707.78
FDG38,8.975,Regular,0.05,Canned,86.02,OUT017,2007,,Tier 2,Supermarket Type1,1278.34
NCB31,,Low Fat,0.12,Household,262.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.81
FDF52,9.3,Low Fat,0.00,Frozen Foods,182.93,OUT017,2007,,Tier 2,Supermarket Type1,4013.44
FDB15,10.895,Low Fat,0.14,Dairy,263.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,7646.05
FDO48,15,Regular,0.03,Baking Goods,220.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,1768.36
NCR53,12.15,Low Fat,0.00,Health and Hygiene,224.44,OUT018,2009,Medium,Tier 3,Supermarket Type2,5626.01
FDF56,16.7,Regular,0.12,Fruits and Vegetables,180.40,OUT013,1987,High,Tier 3,Supermarket Type1,3078.66
FDL57,15.1,Regular,0.07,Snack Foods,257.33,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.96
NCC31,8.02,Low Fat,0.00,Household,157.80,OUT013,1987,High,Tier 3,Supermarket Type1,1713.77
FDE33,19.35,reg,0.05,Fruits and Vegetables,78.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,1492.72
FDV52,20.7,Regular,0.12,Frozen Foods,119.75,OUT017,2007,,Tier 2,Supermarket Type1,4006.78
FDR46,,Low Fat,0.14,Snack Foods,147.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.95
DRE12,4.59,Low Fat,0.07,Soft Drinks,114.59,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.05
FDD57,18.1,Low Fat,0.04,Fruits and Vegetables,95.51,OUT010,1998,,Tier 3,Grocery Store,95.21
NCS41,12.85,Low Fat,0.05,Health and Hygiene,185.16,OUT049,1999,Medium,Tier 1,Supermarket Type1,2388.89
NCY41,16.75,low fat,0.08,Health and Hygiene,34.05,OUT017,2007,,Tier 2,Supermarket Type1,575.25
FDV22,14.85,Regular,0.01,Snack Foods,154.46,OUT017,2007,,Tier 2,Supermarket Type1,3755.11
FDF12,8.235,Low Fat,0.08,Baking Goods,149.11,OUT045,2002,,Tier 2,Supermarket Type1,1182.46
FDM13,6.425,Low Fat,0.06,Breakfast,131.36,OUT013,1987,High,Tier 3,Supermarket Type1,262.33
FDQ56,6.59,Low Fat,0.11,Fruits and Vegetables,83.49,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.25
FDW55,,Regular,0.02,Fruits and Vegetables,247.01,OUT027,1985,Medium,Tier 3,Supermarket Type3,5478.20
NCT29,,Low Fat,0.06,Health and Hygiene,123.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,4629.97
NCX42,6.36,Low Fat,0.01,Household,163.05,OUT017,2007,,Tier 2,Supermarket Type1,1644.53
FDR24,17.35,Regular,0.06,Baking Goods,89.38,OUT017,2007,,Tier 2,Supermarket Type1,1258.36
NCS42,8.6,Low Fat,0.07,Household,90.51,OUT017,2007,,Tier 2,Supermarket Type1,729.72
FDL40,17.7,Low Fat,0.01,Frozen Foods,96.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,2220.44
FDD47,7.6,Regular,0.14,Starchy Foods,171.94,OUT046,1997,Small,Tier 1,Supermarket Type1,3749.79
DRE03,19.6,Low Fat,0.02,Dairy,48.77,OUT046,1997,Small,Tier 1,Supermarket Type1,236.36
NCM18,,Low Fat,0.08,Household,61.32,OUT027,1985,Medium,Tier 3,Supermarket Type3,2043.34
FDF52,9.3,Low Fat,0.07,Frozen Foods,184.23,OUT045,2002,,Tier 2,Supermarket Type1,1641.86
NCG43,20.2,Low Fat,0.07,Household,91.45,OUT045,2002,,Tier 2,Supermarket Type1,1943.47
FDE20,11.35,Regular,0.01,Fruits and Vegetables,171.18,OUT046,1997,Small,Tier 1,Supermarket Type1,4923.59
FDI33,16.5,Low Fat,0.03,Snack Foods,90.31,OUT017,2007,,Tier 2,Supermarket Type1,2554.01
NCT06,17.1,Low Fat,0.04,Household,165.08,OUT013,1987,High,Tier 3,Supermarket Type1,2320.98
FDY24,4.88,Regular,0.00,Baking Goods,53.13,OUT035,2004,Small,Tier 2,Supermarket Type1,808.95
FDZ33,10.195,Low Fat,0.11,Snack Foods,148.71,OUT017,2007,,Tier 2,Supermarket Type1,1330.27
FDJ55,12.8,Regular,0.02,Meat,223.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,2475.44
FDE45,,Low Fat,0.07,Fruits and Vegetables,180.40,OUT019,1985,Small,Tier 1,Grocery Store,716.40
FDD44,8.05,Regular,0.08,Fruits and Vegetables,258.56,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.98
FDD10,20.6,reg,0.05,Snack Foods,178.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.91
FDA39,6.32,Low Fat,0.01,Meat,39.98,OUT018,2009,Medium,Tier 3,Supermarket Type2,78.56
FDB36,5.465,Regular,0.05,Baking Goods,131.26,OUT013,1987,High,Tier 3,Supermarket Type1,3410.23
FDK52,18.25,Low Fat,0.13,Frozen Foods,226.21,OUT010,1998,,Tier 3,Grocery Store,677.12
FDJ36,14.5,Regular,0.13,Baking Goods,102.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.66
NCB55,15.7,Low Fat,0.16,Household,57.56,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.59
NCK18,9.6,Low Fat,0.01,Household,166.92,OUT010,1998,,Tier 3,Grocery Store,660.47
FDX27,20.7,reg,0.11,Dairy,94.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,1229.07
FDB08,6.055,Low Fat,0.03,Fruits and Vegetables,159.96,OUT046,1997,Small,Tier 1,Supermarket Type1,2727.78
FDX43,5.655,LF,0.09,Fruits and Vegetables,165.05,OUT046,1997,Small,Tier 1,Supermarket Type1,2330.30
FDA20,6.78,Low Fat,0.07,Fruits and Vegetables,186.42,OUT018,2009,Medium,Tier 3,Supermarket Type2,1304.97
FDC04,,Low Fat,0.08,Dairy,241.39,OUT019,1985,Small,Tier 1,Grocery Store,483.37
FDG17,6.865,Regular,0.04,Frozen Foods,244.45,OUT017,2007,,Tier 2,Supermarket Type1,4153.93
FDU58,6.61,Regular,0.05,Snack Foods,188.49,OUT010,1998,,Tier 3,Grocery Store,187.09
FDP24,,Low Fat,0.08,Baking Goods,120.98,OUT027,1985,Medium,Tier 3,Supermarket Type3,3877.62
NCT29,12.6,Low Fat,0.06,Health and Hygiene,121.94,OUT045,2002,,Tier 2,Supermarket Type1,1462.10
FDB08,6.055,Low Fat,0.03,Fruits and Vegetables,160.36,OUT018,2009,Medium,Tier 3,Supermarket Type2,1765.04
NCB43,20.2,Low Fat,0.10,Household,188.39,OUT045,2002,,Tier 2,Supermarket Type1,3554.71
FDL09,,Regular,0.22,Snack Foods,168.88,OUT019,1985,Small,Tier 1,Grocery Store,167.78
DRK49,14.15,Low Fat,0.04,Soft Drinks,40.51,OUT046,1997,Small,Tier 1,Supermarket Type1,446.75
FDR37,16.5,Regular,0.07,Breakfast,184.43,OUT013,1987,High,Tier 3,Supermarket Type1,3101.30
FDG56,13.3,Regular,0.07,Fruits and Vegetables,61.05,OUT035,2004,Small,Tier 2,Supermarket Type1,1898.86
FDE34,9.195,Low Fat,0.11,Snack Foods,181.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,6179.96
FDE16,,Low Fat,0.03,Frozen Foods,207.60,OUT027,1985,Medium,Tier 3,Supermarket Type3,6668.65
FDT58,9,Low Fat,0.09,Snack Foods,168.68,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.25
FDR03,15.7,Regular,0.01,Meat,207.90,OUT035,2004,Small,Tier 2,Supermarket Type1,3095.97
NCL30,18.1,Low Fat,0.05,Household,128.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,2173.17
FDT22,,Low Fat,0.11,Snack Foods,59.82,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.82
FDP45,15.7,Regular,0.03,Snack Foods,253.17,OUT049,1999,Medium,Tier 1,Supermarket Type1,5285.12
FDS15,9.195,Regular,0.08,Meat,107.16,OUT013,1987,High,Tier 3,Supermarket Type1,2804.35
FDF16,,Low Fat,0.09,Frozen Foods,146.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,1773.69
FDL13,13.85,Regular,0.06,Breakfast,234.93,OUT045,2002,,Tier 2,Supermarket Type1,4660.60
NCV30,20.2,Low Fat,0.07,Household,61.45,OUT018,2009,Medium,Tier 3,Supermarket Type2,126.50
FDG33,,Regular,0.25,Seafood,172.28,OUT019,1985,Small,Tier 1,Grocery Store,171.78
FDO10,13.65,reg,0.01,Snack Foods,55.56,OUT046,1997,Small,Tier 1,Supermarket Type1,1603.25
FDQ03,15,Regular,0.08,Meat,238.72,OUT013,1987,High,Tier 3,Supermarket Type1,2133.22
NCC55,10.695,Low Fat,0.06,Household,36.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.85
FDD52,,Regular,0.18,Dairy,109.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,1867.57
FDI16,14,Regular,0.14,Frozen Foods,54.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,319.58
FDB44,6.655,Low Fat,0.02,Fruits and Vegetables,210.06,OUT046,1997,Small,Tier 1,Supermarket Type1,4221.17
FDA25,16.5,Regular,0.07,Canned,101.20,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99
FDV33,9.6,Regular,0.03,Snack Foods,257.83,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.31
FDX47,6.55,Regular,0.03,Breads,155.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,1099.90
FDO50,16.25,low fat,0.00,Canned,89.88,OUT017,2007,,Tier 2,Supermarket Type1,1102.56
FDV57,15.25,Regular,0.07,Snack Foods,179.87,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49
FDB02,9.695,Regular,0.03,Canned,174.54,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.06
FDD16,,Low Fat,0.06,Frozen Foods,74.77,OUT019,1985,Small,Tier 1,Grocery Store,74.57
FDX02,16,LF,0.06,Dairy,225.04,OUT046,1997,Small,Tier 1,Supermarket Type1,4950.89
FDP11,15.85,Low Fat,0.12,Breads,218.32,OUT010,1998,,Tier 3,Grocery Store,435.43
FDH32,,Low Fat,0.08,Fruits and Vegetables,98.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,2220.44
NCL18,18.85,Low Fat,0.17,Household,193.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,3110.62
FDT12,6.215,Regular,0.05,Baking Goods,224.51,OUT045,2002,,Tier 2,Supermarket Type1,4514.12
FDD50,,Low Fat,0.14,Canned,167.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.60
NCU05,11.8,Low Fat,0.06,Health and Hygiene,80.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,1288.99
FDI56,7.325,Low Fat,0.09,Fruits and Vegetables,90.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.08
DRL11,10.5,Low Fat,0.05,Hard Drinks,159.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,1893.54
FDQ08,15.7,Regular,0.02,Fruits and Vegetables,61.95,OUT045,2002,,Tier 2,Supermarket Type1,1225.07
FDW20,,Low Fat,0.02,Fruits and Vegetables,124.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,2463.46
FDW46,13,Regular,0.07,Snack Foods,63.45,OUT045,2002,,Tier 2,Supermarket Type1,1043.97
FDO09,13.5,Regular,0.13,Snack Foods,264.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,6574.78
DRJ49,6.865,Low Fat,0.01,Soft Drinks,128.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,1679.15
FDP26,7.785,Low Fat,0.14,Dairy,103.03,OUT013,1987,High,Tier 3,Supermarket Type1,2404.20
FDO19,17.7,Regular,0.02,Fruits and Vegetables,46.90,OUT035,2004,Small,Tier 2,Supermarket Type1,972.07
NCG43,20.2,Low Fat,0.12,Household,93.65,OUT010,1998,,Tier 3,Grocery Store,277.64
FDG02,7.855,Low Fat,0.01,Canned,189.52,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.19
FDO32,6.36,Low Fat,0.12,Fruits and Vegetables,45.91,OUT035,2004,Small,Tier 2,Supermarket Type1,419.45
FDR34,17,Regular,0.02,Snack Foods,229.44,OUT046,1997,Small,Tier 1,Supermarket Type1,4809.74
FDU59,5.78,Low Fat,0.10,Breads,163.56,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.01
FDN31,11.5,Low Fat,0.07,Fruits and Vegetables,187.95,OUT045,2002,,Tier 2,Supermarket Type1,2656.54
FDT55,,Regular,0.04,Fruits and Vegetables,158.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,6942.96
FDE08,18.2,Low Fat,0.05,Fruits and Vegetables,147.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,2375.57
FDK52,18.25,Low Fat,0.08,Frozen Foods,223.81,OUT013,1987,High,Tier 3,Supermarket Type1,4288.42
FDW11,12.6,Low Fat,0.05,Breads,60.42,OUT013,1987,High,Tier 3,Supermarket Type1,990.71
FDC03,8.575,reg,0.07,Dairy,195.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,3511.43
FDR43,18.2,Low Fat,0.16,Fruits and Vegetables,37.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,549.29
FDL14,8.115,reg,0.05,Canned,155.30,OUT010,1998,,Tier 3,Grocery Store,311.59
FDP39,12.65,Low Fat,0.07,Meat,52.43,OUT045,2002,,Tier 2,Supermarket Type1,571.26
FDG29,,Low Fat,0.06,Frozen Foods,40.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,419.45
DRH15,8.775,Low Fat,0.11,Dairy,41.94,OUT046,1997,Small,Tier 1,Supermarket Type1,1538.00
FDT11,5.94,Regular,0.03,Breads,187.76,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.11
FDU48,18.85,Low Fat,0.06,Baking Goods,131.53,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.94
FDY12,9.8,Regular,0.00,Baking Goods,49.20,OUT013,1987,High,Tier 3,Supermarket Type1,657.81
FDS44,12.65,Regular,0.16,Fruits and Vegetables,238.35,OUT017,2007,,Tier 2,Supermarket Type1,5528.14
NCP06,20.7,Low Fat,0.04,Household,149.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,2267.05
DRH23,14.65,Low Fat,0.17,Hard Drinks,55.26,OUT013,1987,High,Tier 3,Supermarket Type1,718.40
FDA16,,Low Fat,0.03,Frozen Foods,222.85,OUT027,1985,Medium,Tier 3,Supermarket Type3,7073.46
FDT45,15.85,Low Fat,0.06,Snack Foods,55.90,OUT018,2009,Medium,Tier 3,Supermarket Type2,491.36
FDE56,17.25,Regular,0.16,Fruits and Vegetables,61.52,OUT017,2007,,Tier 2,Supermarket Type1,1052.63
FDA40,16,Regular,0.10,Frozen Foods,87.49,OUT017,2007,,Tier 2,Supermarket Type1,263.66
FDA39,6.32,Low Fat,0.01,Meat,40.28,OUT046,1997,Small,Tier 1,Supermarket Type1,628.52
NCB19,6.525,LF,0.09,Household,86.79,OUT035,2004,Small,Tier 2,Supermarket Type1,1975.43
FDZ34,6.695,Low Fat,0.00,Starchy Foods,191.88,OUT013,1987,High,Tier 3,Supermarket Type1,3861.64
FDV22,14.85,Regular,0.01,Snack Foods,157.96,OUT045,2002,,Tier 2,Supermarket Type1,2816.33
FDO40,17.1,Low Fat,0.03,Frozen Foods,150.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,3131.92
FDD21,10.3,Regular,0.00,Fruits and Vegetables,115.02,OUT013,1987,High,Tier 3,Supermarket Type1,4122.63
FDO36,19.7,Low Fat,0.08,Baking Goods,179.17,OUT013,1987,High,Tier 3,Supermarket Type1,3056.02
FDV34,10.695,Regular,0.01,Snack Foods,73.50,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.08
NCY18,7.285,Low Fat,0.03,Household,177.11,OUT045,2002,,Tier 2,Supermarket Type1,2626.58
NCM54,17.7,LF,0.05,Household,127.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,3306.36
FDB59,18.25,Low Fat,0.02,Snack Foods,198.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,793.63
FDS45,5.175,Regular,0.05,Snack Foods,106.76,OUT010,1998,,Tier 3,Grocery Store,211.72
FDV24,5.635,Low Fat,0.00,Baking Goods,148.71,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44
FDD46,6.035,Low Fat,0.24,Snack Foods,155.60,OUT010,1998,,Tier 3,Grocery Store,153.80
FDQ39,14.8,Low Fat,0.08,Meat,191.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.35
FDD52,18.25,Regular,0.18,Dairy,111.66,OUT046,1997,Small,Tier 1,Supermarket Type1,1538.00
FDL39,16.1,Regular,0.06,Dairy,179.43,OUT018,2009,Medium,Tier 3,Supermarket Type2,360.86
FDV02,16.75,Low Fat,0.06,Dairy,170.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.33
FDE11,17.7,Regular,0.00,Starchy Foods,184.39,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.13
NCU54,8.88,Low Fat,0.10,Household,208.93,OUT049,1999,Medium,Tier 1,Supermarket Type1,7130.72
FDR43,18.2,Low Fat,0.27,Fruits and Vegetables,38.32,OUT010,1998,,Tier 3,Grocery Store,109.86
FDD51,11.15,low fat,0.12,Dairy,44.97,OUT013,1987,High,Tier 3,Supermarket Type1,498.02
FDO60,20,LF,0.03,Baking Goods,45.31,OUT017,2007,,Tier 2,Supermarket Type1,490.69
NCS06,7.935,Low Fat,0.03,Household,263.09,OUT013,1987,High,Tier 3,Supermarket Type1,5522.81
FDX50,20.1,LF,0.07,Dairy,110.72,OUT045,2002,,Tier 2,Supermarket Type1,1657.84
FDQ55,13.65,Regular,0.01,Fruits and Vegetables,114.78,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.50
FDL52,6.635,Regular,0.05,Frozen Foods,36.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,75.90
FDK52,18.25,Low Fat,0.08,Frozen Foods,226.11,OUT045,2002,,Tier 2,Supermarket Type1,6771.19
NCO02,11.15,Low Fat,0.07,Others,66.01,OUT017,2007,,Tier 2,Supermarket Type1,988.71
NCO30,19.5,Low Fat,0.02,Household,185.66,OUT035,2004,Small,Tier 2,Supermarket Type1,918.80
FDA33,6.48,LF,0.03,Snack Foods,148.21,OUT049,1999,Medium,Tier 1,Supermarket Type1,3399.57
FDB12,11.15,Regular,0.11,Baking Goods,102.76,OUT013,1987,High,Tier 3,Supermarket Type1,1142.51
FDT40,5.985,Low Fat,0.10,Frozen Foods,125.87,OUT013,1987,High,Tier 3,Supermarket Type1,3560.70
